,Ticker,expected_shortfall,Upside/Downside Capture Ratio,Information Ratio Annual,Overall Score,Excess Returns
0,0P000073OA.TO,0.06841666306996631,1.0033330190810381,0.48803918406544133,0.5080128725480098,0.00013168978994922552
1,0P0000NFZ7.TO,0.03211264719984019,0.9370783058562304,-0.10832100879152104,0.2001947619730244,-5.458237740956292e-05
2,0P00014EGI.TO,0.0709086662725674,0.9610838478098297,0.31107433235784127,0.41967957621926794,6.690574469350956e-05
3,0P0000KOEE.TO,0.06569658759842545,0.9709600061430653,0.5634668095736156,0.544560967903413,0.0001751092135221423
